Temp , Ave_magnetization , Ave_magnetization^2 , Susceptibility
4.0,0.05015049999999893,0.007856640000000054,0.0013353918374375403
3.995,0.03387250000000158,0.008757985000000973,0.0019050409871716812
3.99,0.018787749999999964,0.007164846250000786,0.0017072347618892949
3.985,0.020970749999999913,0.004405253750000378,0.0009951019810383642
3.98,0.02406999999999986,0.006505072500000412,0.0014888712562815122
3.975,0.001775750000000026,0.004577633750000246,0.001150812694827106
3.97,0.02658574999999982,0.003977293750000073,0.0008238014224024138
3.965,0.015933750000000135,0.005787476250000095,0.0013956095487862776
3.96,0.012061999999999826,0.003661057500000114,0.0008877691050505348
3.955,0.04665974999999792,0.005826131250000071,0.0009226293248894475
3.95,0.034803999999999086,0.009874680000001535,0.0021932560972155943
3.945,0.01433849999999987,0.00376648750000012,0.0009026349601394484
3.94,0.04204900000000101,0.007030750000000964,0.001335693299238802
3.935,0.025434250000000037,0.009589131250000202,0.0022724854325127572
3.93,0.0200954999999999,0.007172867500000005,0.0017224016233460583
3.925,0.0035362499999997622,0.007509406250000519,0.0019100385187103236
3.92,0.008002750000000142,0.005158688750000187,0.0012996542710300217
3.915,0.013521500000000004,0.006136950000000134,0.0015208477746488209
3.91,0.006694749999999965,0.004681321250000146,0.0011858060287564312
3.905,0.01922000000000009,0.007853252500000248,0.0019164773623560165
3.9,0.050258250000000476,0.0060355787500000506,0.0008999197581891033
3.895,0.022328250000001097,0.008243628750000977,0.001988466752744141
3.89,0.00921799999999991,0.007277012500000878,0.0018488537213369868
3.885,0.012549249999999942,0.0060374287500002035,0.001513499375659641
3.88,0.03166300000000002,0.008487632500000222,0.0019291461162371706
3.875,0.0037220000000000347,0.005212680000000125,0.001341632700903258
3.87,0.014165749999998587,0.005719868750000127,0.001426149942361154
3.865,0.029822500000000154,0.008274257500000316,0.0019107053023933523
3.86,0.060631750000002475,0.010741388750000977,0.0018303574201912378
3.855,0.03321775000000079,0.007930743750000168,0.0017710310855869305
3.85,0.018966500000000188,0.00805795250000021,0.001999538799415637
3.845,0.06425400000000066,0.011475180000000444,0.0019106901128739552
3.84,0.007478500000000696,0.011239625000000612,0.002912421103580886
3.835,1.2500000000148389e-05,0.007219030000000612,0.0018824067389180215
3.83,0.009597249999999957,0.006510316250000338,0.0016757725959367722
3.825,0.008044750000001244,0.010949673750000864,0.0028457400646897633
3.82,0.0057375000000004246,0.008336972500000933,0.0021738360193065253
3.815,0.050717500000002795,0.005381420000000404,0.0007363447427916436
3.81,0.004147249999999678,0.007115916250000524,0.0018631802014273033
3.805,0.056012249999998105,0.016347976249999906,0.0034719064651610033
3.8,0.02948225000000006,0.010580693750000316,0.0025556554434046875
3.795,0.07713724999999763,0.013670431249999847,0.0020343283036726514
3.79,0.012994250000000127,0.007974131250001225,0.0020594408224112724
3.785,0.04570224999999875,0.006157968750000046,0.0010751051769980608
3.78,0.009608499999999447,0.007330587499999963,0.0019148847163359723
3.775,0.034811999999999094,0.00639438499999988,0.0013728502399999853
3.77,0.016558499999998418,0.008637032500000431,0.0022182622222149825
3.765,0.01025925000000002,0.005495841250000192,0.001431763357088364
3.76,0.051673999999999276,0.00915679000000038,0.0017251563095745889
3.755,0.017490249999999853,0.010637743750001013,0.00275148732488376
3.75,0.060513249999999914,0.011058783750001475,0.0019725147531837297
3.745,0.037516999999997906,0.00715485000000013,0.0015346661444593556
3.74,0.013194750000000472,0.007168558750000791,0.001870175754662641
3.735,0.04254049999999924,0.00587702500000022,0.001088977472490036
3.73,0.014705250000001174,0.00801457875000047,0.0020907062660691514
3.725,0.0018690000000005313,0.0064239075000000765,0.0017236011648322348
3.72,0.005267249999999976,0.007103533750000628,0.0019020940396339053
3.715,0.01192449999999982,0.003845165000000164,0.0009967621264468825
3.71,0.007916000000000086,0.009844117500000278,0.0026365106318060045
3.705,0.0070167500000001114,0.0065964112500004205,0.0017671191550439728
3.7,0.03312250000000026,0.00728812749999998,0.0016732506739864763
3.695,0.06342499999999772,0.010822182500000067,0.001840176420839068
3.69,0.049301000000000476,0.008558987500000927,0.001660812709756336
3.685,0.0707750000000002,0.017436382499999403,0.00337239670963348
3.68,0.00911650000000003,0.004001307500000105,0.0010647274260190498
3.675,0.027497249999999578,0.006894511250000797,0.0016703163244730125
3.67,0.0031329999999996265,0.0072275250000004765,0.0019666782863761523
3.665,0.0033924999999999732,0.010940732500000482,0.0029820527813780306
3.66,0.010382000000001907,0.015162355000000172,0.004113270239344298
3.655,0.0122504999999998,0.007402730000000469,0.0019843106018469147
3.65,0.03507450000000059,0.009597580000000598,0.002292427246507002
3.645,0.006566499999999877,0.009330615000000278,0.0025480098978738763
3.64,0.026281250000000797,0.011060003749999875,0.0028487086946256406
3.635,0.010521249999999956,0.009517553750000417,0.002587856134370817
3.63,0.00703149999999993,0.0034718150000001002,0.0009428024814738571
3.625,0.027844250000002763,0.013795583750000248,0.0035918017908793363
3.62,0.04458275000000002,0.010719228750000103,0.00241204617470652
3.615,0.010211750000000271,0.00884682375000098,0.002418407721144806
3.61,0.024278749999999388,0.00965038375000051,0.002509951813971756
3.605,0.03276524999999803,0.013056096250001372,0.0033238653654477117
3.6,0.05921424999999852,0.009207448750000943,0.0015836448185940607
3.595,0.01603599999999908,0.007396607500000175,0.0019859399732963016
3.59,0.03875675000000042,0.009248938750000697,0.002157897793715366
3.585,0.003643749999999205,0.006191266250000049,0.0017232885176952733
3.58,0.008587999999999875,0.011841705000000709,0.003287137222346567
3.575,0.0016437499999999528,0.004377048750000125,0.0012235935205419928
3.57,0.02001674999999962,0.0055476937500001195,0.0014417432687500377
3.565,0.09555524999999805,0.01999669625000061,0.0030479356093796577
3.56,0.02831924999999772,0.010251573750001382,0.002654380289168262
3.555,0.054943500000000686,0.011651247500001214,0.0024282585957105876
3.55,0.003541750000000217,0.004387851250000066,0.0012324809174472013
3.545,0.039993249999999925,0.006689121250000237,0.001435729535807544
3.54,0.02524324999999953,0.008263493750001105,0.002154314146734076
3.535,0.0239362499999992,0.006595348750000643,0.0017036505476487075
3.53,0.0006785000000001478,0.00594522000000028,0.001684067886048238
3.525,0.006476999999999502,0.005010975000000142,0.0014096520485106807
3.52,0.03359449999999879,0.010241732500000926,0.0025889608152701725
3.515,0.012296500000000168,0.0051519725000002455,0.0014226937660740374
3.51,0.0584489999999997,0.013695142500000838,0.002928449258974608
3.505,0.009374750000000072,0.008867261250000053,0.0025048146397824685
3.5,0.0390799999999971,0.01325917749999951,0.0033519803142856384
3.495,0.0020595000000001814,0.006129975000000263,0.0017527134362661694
3.49,0.011853500000001252,0.009703612499999917,0.0027401452830228905
3.485,0.04119575000000276,0.009668838750000719,0.0022874458915173573
3.48,0.005588999999999789,0.005855912500000327,0.001673757350287451
3.475,0.12675425000000126,0.022023716250000304,0.0017142665775359668
3.47,0.00044650000000040783,0.011566522500000414,0.0033332343336456524
3.465,0.06068124999999893,0.011631186249999802,0.002294075656114699
3.46,0.007178000000000551,0.006255602500000171,0.0017930863630058276
3.455,0.034226000000001304,0.008236965000000557,0.002045020527930671
3.45,0.007783249999999146,0.005711978750000095,0.0016380868896920607
3.445,0.031184000000000812,0.009199650000001381,0.0023881591129176574
3.44,0.032550500000001405,0.013022000000001628,0.0034774607412068424
3.435,0.004383250000000118,0.004391596250000219,0.0012728918106077781
3.43,0.05632324999999938,0.009046751250000653,0.0017126655275330094
3.425,0.07373125000000236,0.010944826250000334,0.001608329641879558
3.42,0.04127325000000019,0.011549146250000105,0.0028788494398940315
3.415,0.049884499999999,0.009023370000000284,0.0019135890658127039
3.41,0.02392550000000255,0.011342350000000893,0.003158334442742161
3.405,0.03427974999999888,0.0150928062500001,0.004087431715106514
3.4,0.02487450000000165,0.006937582500000522,0.0018584828675736588
3.395,0.035994000000001025,0.00610416000000016,0.0014163746580265351
3.39,0.05019225000000079,0.00975739375000118,0.002135142120925841
3.385,0.06283200000000054,0.013807065000000071,0.002912615886558347
3.38,0.06498074999999624,0.015158591249999605,0.0032355305856324244
3.375,0.010808250000000137,0.015127328749999518,0.004447558661314671
3.37,0.0759385000000001,0.018227359999999724,0.003697538343545907
3.365,0.03810425000000037,0.005965261250000195,0.001341256279922041
3.36,0.03563875000000115,0.006955948750000444,0.001692210788225554
3.355,0.005186750000001067,0.01152689125000064,0.0034277165050486226
3.35,0.03495649999999734,0.015102642499999553,0.004143488241119325
3.345,0.09598100000000363,0.013915184999999497,0.0014059290400594315
3.34,0.006906000000000256,0.004389090000000241,0.0012998195101797119
3.335,0.07472999999999827,0.013197359999999278,0.002282694782608557
3.33,0.0670350000000009,0.013608587499999877,0.0027372060885885153
3.325,0.031208250000000822,0.005506326250000183,0.0013631192126128213
3.32,0.05631574999999741,0.012666548750001592,0.0028599653770901763
3.315,0.025483750000000298,0.01202203875000108,0.0034306537664973045
3.31,0.02508450000000046,0.005328115000000153,0.0014196020724320634
3.305,0.0720132499999983,0.018712253750000265,0.004092691550510744
3.3,0.079399250000001,0.01722166124999993,0.003308309196799173
3.295,0.08315900000000133,0.01684845749999934,0.003014579125644649
3.29,0.02024875000000185,0.009193068750000666,0.002669622149981183
3.285,0.054113500000003964,0.01234086750000112,0.002865326215449221
3.28,0.07240424999999806,0.015829258750000432,0.0032277083329079917
3.275,0.06118575000000463,0.02472838875000007,0.006407539770057101
3.27,0.04839324999999906,0.01866859124999901,0.004992869909613638
3.265,0.0016440000000000328,0.0044630350000001056,0.001366104828177674
3.26,0.006447000000000632,0.010325189999999979,0.0031544865616564325
3.255,0.020023250000000114,0.005748741250000021,0.001642952598905535
3.25,0.041564999999999575,0.010256222500000354,0.0026241763923078123
3.245,0.01685625000000058,0.010688761250000742,0.003206356883185893
3.24,0.03580449999999765,0.01241882250000059,0.0034373025554786294
3.235,0.02306374999999918,0.010624786250000101,0.0031198917112635668
3.23,0.0229844999999987,0.016002877500000137,0.004790894817260123
3.225,0.019120000000000102,0.006012042500000303,0.001750842821705519
3.22,0.04835374999999952,0.010531401250000454,0.002544508108986956
3.215,0.08370625000000004,0.012634696249999675,0.0017505318696538626
3.21,0.0809367500000008,0.01548525624999957,0.0027833329437498256
